Fecha,Ciudad,Campaña,Categoría,Producto,Talla,Color,Unidades_Vendidas,Precio_Unitario,Ingresos,Devolución
2025-01-27,Vitoria,Rebajas,Sportwear,Mallas,44,Azul,2,45,90,Sí
2025-01-18,Vitoria,Publicidad,Jerseys,Forro Polar,40,Rojo,1,80,80,No
2025-01-20,Bilbao,Rebajas,Jerseys,Forro Polar,L,Azul,2,80,160,Sí
2025-01-19,Vitoria,Publicidad,Sportwear,Mallas,42,Verde,1,45,45,No
2025-01-11,Pamplona,Publicidad,Sportwear,Térmica,S,Rojo,3,55,165,No
2025-01-06,Vitoria,Rebajas,Calzado,Sandalias,M,Azul,3,40,120,No
2025-01-21,Bilbao,Rebajas,Pantalones,Montaña,S,Blanco,2,90,180,No
2025-01-25,Pamplona,Rebajas,Pantalones,Chándal,44,Blanco,1,60,60,Sí
2025-01-06,Donostia,Publicidad,Sportwear,Camisetas,L,Negro,3,30,90,No
2025-01-05,Donostia,Publicidad,Pantalones,Montaña,L,Blanco,1,90,90,Sí
2025-01-26,Vitoria,Publicidad,Sportwear,Térmica,40,Rojo,2,55,110,Sí
2025-01-21,Vitoria,Rebajas,Calzado,Zapatillas,42,Gris,3,75,225,No
2025-01-07,Bilbao,Publicidad,Jerseys,Forro Polar,L,Verde,5,80,400,No
2025-01-28,Vitoria,Publicidad,Jerseys,Chaqueta de Lana,40,Verde,1,130,130,Sí
2025-01-18,Donostia,Publicidad,Calzado,Botas,44,Verde,1,110,110,No
2025-01-01,Pamplona,Publicidad,Chaquetas,Plumífero,S,Blanco,1,150,150,No
2025-01-20,Donostia,Rebajas,Chaquetas,Plumífero,40,Gris,1,150,150,No
2025-01-17,Donostia,Rebajas,Chaquetas,Plumífero,44,Azul,5,150,750,No
2025-01-19,Donostia,Publicidad,Calzado,Botas,L,Gris,3,110,330,Sí
2025-01-28,Pamplona,Publicidad,Jerseys,Forro Polar,L,Rojo,4,80,320,No
2025-01-13,Vitoria,Rebajas,Calzado,Botas,40,Azul,4,110,440,Sí
2025-01-09,Vitoria,Rebajas,Chaquetas,Anorak,M,Negro,2,120,240,No
2025-01-08,Pamplona,Publicidad,Calzado,Zapatillas,44,Rojo,5,75,375,No
2025-01-19,Donostia,Rebajas,Sportwear,Mallas,42,Gris,4,45,180,Sí
2025-01-07,Pamplona,Publicidad,Calzado,Botas,40,Verde,4,110,440,No
2025-01-19,Pamplona,Rebajas,Calzado,Botas,S,Negro,3,110,330,Sí
2025-01-10,Pamplona,Publicidad,Sportwear,Camisetas,S,Gris,3,30,90,Sí
2025-01-11,Donostia,Rebajas,Pantalones,Chándal,38,Gris,5,60,300,Sí
2025-01-03,Donostia,Rebajas,Sportwear,Camisetas,38,Verde,3,30,90,Sí
2025-01-24,Donostia,Rebajas,Jerseys,Chaqueta de Lana,38,Gris,5,130,650,Sí
2025-01-24,Pamplona,Rebajas,Jerseys,Chaqueta de Lana,M,Rojo,3,130,390,Sí
2025-01-25,Vitoria,Publicidad,Sportwear,Mallas,40,Rojo,1,45,45,No
2025-01-20,Pamplona,Rebajas,Jerseys,Chaqueta de Lana,L,Gris,5,130,650,No
2025-01-09,Pamplona,Publicidad,Pantalones,Montaña,XL,Rojo,3,90,270,No
2025-01-10,Pamplona,Publicidad,Sportwear,Mallas,42,Negro,2,45,90,Sí
2025-01-26,Pamplona,Publicidad,Calzado,Botas,38,Verde,4,110,440,Sí
2025-01-03,Pamplona,Publicidad,Pantalones,Chándal,38,Negro,5,60,300,No
2025-01-23,Pamplona,Rebajas,Jerseys,Forro Polar,XL,Verde,4,80,320,Sí
2025-01-18,Bilbao,Rebajas,Pantalones,Montaña,40,Gris,2,90,180,Sí
2025-01-27,Pamplona,Rebajas,Calzado,Sandalias,44,Rojo,1,40,40,Sí
2025-01-12,Donostia,Rebajas,Pantalones,Chándal,M,Azul,2,60,120,No
2025-01-22,Vitoria,Rebajas,Sportwear,Camisetas,L,Negro,4,30,120,No
2025-01-25,Vitoria,Publicidad,Calzado,Sandalias,44,Blanco,4,40,160,No
2025-01-20,Pamplona,Rebajas,Jerseys,Chaqueta de Lana,M,Gris,5,130,650,Sí
2025-01-10,Pamplona,Publicidad,Sportwear,Camisetas,38,Rojo,3,30,90,Sí
2025-01-28,Pamplona,Publicidad,Sportwear,Camisetas,38,Verde,5,30,150,Sí
2025-01-03,Donostia,Publicidad,Pantalones,Chándal,S,Verde,2,60,120,Sí
2025-01-07,Bilbao,Rebajas,Sportwear,Térmica,S,Gris,4,55,220,No
2025-01-08,Bilbao,Publicidad,Calzado,Zapatillas,40,Negro,5,75,375,No
2025-01-13,Bilbao,Rebajas,Sportwear,Térmica,38,Blanco,2,55,110,No
2025-01-22,Pamplona,Rebajas,Sportwear,Camisetas,XL,Rojo,2,30,60,No
2025-01-19,Pamplona,Publicidad,Chaquetas,Plumífero,S,Blanco,1,150,150,Sí
2025-01-26,Donostia,Rebajas,Jerseys,Forro Polar,40,Negro,5,80,400,No
2025-01-25,Bilbao,Publicidad,Jerseys,Forro Polar,M,Azul,5,80,400,Sí
2025-01-20,Vitoria,Rebajas,Sportwear,Mallas,S,Azul,2,45,90,No
2025-01-07,Vitoria,Publicidad,Sportwear,Térmica,44,Gris,3,55,165,No
2025-01-02,Pamplona,Publicidad,Jerseys,Chaqueta de Lana,M,Azul,1,130,130,Sí
2025-01-25,Bilbao,Publicidad,Sportwear,Camisetas,XL,Gris,3,30,90,No
2025-01-25,Pamplona,Rebajas,Jerseys,Forro Polar,38,Azul,5,80,400,Sí
2025-01-21,Vitoria,Publicidad,Pantalones,Montaña,L,Gris,5,90,450,Sí
2025-01-05,Donostia,Publicidad,Chaquetas,Anorak,44,Rojo,2,120,240,Sí
2025-01-16,Pamplona,Rebajas,Jerseys,Forro Polar,M,Verde,1,80,80,No
2025-01-22,Donostia,Rebajas,Sportwear,Camisetas,44,Azul,1,30,30,Sí
2025-01-04,Pamplona,Rebajas,Calzado,Botas,40,Azul,2,110,220,Sí
2025-01-14,Vitoria,Publicidad,Pantalones,Chándal,44,Blanco,2,60,120,Sí
2025-01-14,Donostia,Rebajas,Pantalones,Chándal,40,Gris,4,60,240,Sí
2025-01-17,Donostia,Rebajas,Jerseys,Forro Polar,L,Rojo,4,80,320,Sí
2025-01-28,Donostia,Rebajas,Sportwear,Mallas,XL,Verde,5,45,225,Sí
2025-01-17,Donostia,Rebajas,Sportwear,Camisetas,L,Azul,4,30,120,No
2025-01-06,Bilbao,Rebajas,Sportwear,Mallas,M,Gris,2,45,90,Sí
2025-01-25,Donostia,Rebajas,Pantalones,Chándal,XL,Gris,3,60,180,No
2025-01-26,Vitoria,Rebajas,Pantalones,Chándal,44,Gris,2,60,120,Sí
2025-01-06,Vitoria,Publicidad,Pantalones,Montaña,44,Blanco,2,90,180,No
2025-01-14,Vitoria,Publicidad,Sportwear,Mallas,L,Rojo,5,45,225,Sí
2025-01-26,Donostia,Publicidad,Chaquetas,Plumífero,XL,Negro,3,150,450,Sí
2025-01-19,Bilbao,Rebajas,Pantalones,Montaña,M,Gris,5,90,450,No
2025-01-19,Bilbao,Publicidad,Pantalones,Chándal,44,Azul,3,60,180,No
2025-01-09,Pamplona,Publicidad,Pantalones,Montaña,42,Gris,4,90,360,Sí
2025-01-19,Pamplona,Publicidad,Jerseys,Chaqueta de Lana,42,Blanco,5,130,650,No
2025-01-16,Donostia,Rebajas,Sportwear,Camisetas,S,Blanco,4,30,120,Sí
2025-01-03,Pamplona,Publicidad,Sportwear,Camisetas,40,Blanco,2,30,60,Sí
2025-01-26,Bilbao,Rebajas,Sportwear,Térmica,38,Gris,1,55,55,No
2025-01-11,Pamplona,Publicidad,Pantalones,Chándal,40,Blanco,1,60,60,No
2025-01-06,Donostia,Publicidad,Jerseys,Forro Polar,XL,Azul,5,80,400,No
2025-01-01,Pamplona,Publicidad,Sportwear,Mallas,40,Azul,3,45,135,Sí
2025-01-24,Bilbao,Rebajas,Calzado,Sandalias,42,Rojo,5,40,200,No
2025-01-17,Vitoria,Rebajas,Chaquetas,Plumífero,L,Gris,5,150,750,No
2025-01-14,Donostia,Rebajas,Calzado,Sandalias,XL,Negro,1,40,40,No
2025-01-21,Pamplona,Publicidad,Calzado,Zapatillas,38,Negro,5,75,375,No
2025-01-26,Donostia,Rebajas,Pantalones,Montaña,44,Verde,3,90,270,Sí
2025-01-01,Bilbao,Publicidad,Chaquetas,Plumífero,42,Gris,3,150,450,No
2025-01-21,Bilbao,Publicidad,Pantalones,Chándal,38,Blanco,3,60,180,No
2025-01-19,Pamplona,Rebajas,Sportwear,Mallas,42,Rojo,2,45,90,Sí
2025-01-18,Donostia,Rebajas,Sportwear,Térmica,38,Gris,3,55,165,Sí
2025-01-01,Donostia,Publicidad,Calzado,Botas,42,Azul,1,110,110,Sí
2025-01-19,Donostia,Publicidad,Sportwear,Térmica,L,Rojo,2,55,110,No
2025-01-02,Pamplona,Rebajas,Sportwear,Camisetas,L,Azul,1,30,30,Sí
2025-01-10,Vitoria,Publicidad,Chaquetas,Anorak,40,Azul,3,120,360,No
2025-01-23,Donostia,Rebajas,Calzado,Botas,L,Verde,5,110,550,Sí
2025-01-16,Vitoria,Rebajas,Pantalones,Chándal,38,Gris,1,60,60,No
2025-01-13,Bilbao,Publicidad,Calzado,Botas,44,Blanco,2,110,220,No
2025-01-23,Vitoria,Publicidad,Pantalones,Chándal,42,Blanco,3,60,180,No
2025-01-20,Bilbao,Rebajas,Chaquetas,Plumífero,L,Verde,4,150,600,Sí
2025-01-24,Bilbao,Rebajas,Calzado,Zapatillas,S,Gris,4,75,300,Sí
2025-01-02,Bilbao,Publicidad,Pantalones,Chándal,M,Azul,3,60,180,No
2025-01-01,Donostia,Rebajas,Sportwear,Térmica,42,Verde,4,55,220,Sí
2025-01-04,Donostia,Rebajas,Pantalones,Chándal,40,Verde,4,60,240,Sí
2025-01-26,Bilbao,Publicidad,Sportwear,Camisetas,S,Blanco,1,30,30,No
2025-01-28,Bilbao,Publicidad,Chaquetas,Anorak,S,Negro,5,120,600,Sí
2025-01-17,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,44,Verde,3,130,390,Sí
2025-01-13,Bilbao,Rebajas,Calzado,Sandalias,44,Rojo,5,40,200,No
2025-01-24,Donostia,Publicidad,Sportwear,Térmica,L,Azul,5,55,275,Sí
2025-01-12,Vitoria,Publicidad,Sportwear,Camisetas,42,Gris,2,30,60,No
2025-01-19,Donostia,Publicidad,Sportwear,Térmica,S,Azul,1,55,55,No
2025-01-26,Donostia,Rebajas,Jerseys,Chaqueta de Lana,40,Negro,1,130,130,Sí
2025-01-06,Vitoria,Publicidad,Pantalones,Chándal,38,Negro,3,60,180,Sí
2025-01-28,Vitoria,Publicidad,Sportwear,Camisetas,38,Verde,5,30,150,No
2025-01-27,Donostia,Rebajas,Pantalones,Montaña,38,Rojo,4,90,360,Sí
2025-01-04,Vitoria,Publicidad,Sportwear,Mallas,M,Verde,5,45,225,Sí
2025-01-07,Vitoria,Rebajas,Calzado,Botas,38,Verde,1,110,110,No
2025-01-24,Vitoria,Rebajas,Jerseys,Forro Polar,40,Gris,4,80,320,Sí
2025-01-15,Pamplona,Rebajas,Calzado,Zapatillas,M,Gris,3,75,225,Sí
2025-01-01,Bilbao,Rebajas,Calzado,Zapatillas,XL,Gris,4,75,300,Sí
2025-01-08,Bilbao,Publicidad,Chaquetas,Anorak,44,Rojo,1,120,120,Sí
2025-01-18,Pamplona,Publicidad,Calzado,Zapatillas,42,Negro,3,75,225,No
2025-01-01,Pamplona,Rebajas,Pantalones,Montaña,44,Blanco,4,90,360,No
2025-01-18,Bilbao,Rebajas,Pantalones,Chándal,S,Rojo,5,60,300,Sí
2025-01-21,Vitoria,Rebajas,Calzado,Botas,42,Verde,4,110,440,No
2025-01-02,Donostia,Rebajas,Sportwear,Térmica,44,Rojo,1,55,55,No
2025-01-02,Bilbao,Publicidad,Calzado,Sandalias,S,Verde,1,40,40,No
2025-01-23,Pamplona,Rebajas,Chaquetas,Plumífero,XL,Gris,4,150,600,Sí
2025-01-16,Donostia,Publicidad,Jerseys,Chaqueta de Lana,38,Gris,4,130,520,Sí
2025-01-05,Bilbao,Rebajas,Calzado,Botas,40,Negro,5,110,550,Sí
2025-01-08,Pamplona,Rebajas,Sportwear,Térmica,M,Rojo,3,55,165,Sí
2025-01-09,Donostia,Rebajas,Sportwear,Térmica,M,Azul,3,55,165,Sí
2025-01-01,Donostia,Publicidad,Jerseys,Forro Polar,L,Azul,1,80,80,No
2025-01-11,Bilbao,Rebajas,Pantalones,Montaña,44,Blanco,3,90,270,Sí
2025-01-16,Bilbao,Rebajas,Calzado,Zapatillas,38,Gris,3,75,225,Sí
2025-01-17,Vitoria,Rebajas,Sportwear,Mallas,L,Rojo,2,45,90,Sí
2025-01-12,Pamplona,Publicidad,Sportwear,Camisetas,38,Negro,1,30,30,No
2025-01-18,Vitoria,Rebajas,Chaquetas,Anorak,L,Azul,1,120,120,Sí
2025-01-04,Donostia,Publicidad,Chaquetas,Anorak,XL,Gris,1,120,120,Sí
2025-01-23,Pamplona,Publicidad,Sportwear,Camisetas,S,Azul,4,30,120,No
2025-01-02,Pamplona,Publicidad,Chaquetas,Anorak,XL,Gris,5,120,600,Sí
2025-01-17,Pamplona,Publicidad,Calzado,Botas,40,Blanco,4,110,440,Sí
2025-01-21,Donostia,Rebajas,Chaquetas,Plumífero,S,Blanco,1,150,150,Sí
2025-01-24,Vitoria,Publicidad,Calzado,Sandalias,44,Gris,4,40,160,No
2025-01-17,Vitoria,Publicidad,Pantalones,Montaña,L,Gris,5,90,450,Sí
2025-01-14,Vitoria,Publicidad,Jerseys,Forro Polar,40,Azul,5,80,400,Sí
2025-01-26,Vitoria,Rebajas,Pantalones,Chándal,38,Negro,3,60,180,Sí
2025-01-22,Pamplona,Publicidad,Sportwear,Mallas,M,Gris,3,45,135,No
2025-01-06,Vitoria,Publicidad,Chaquetas,Plumífero,XL,Azul,3,150,450,No
2025-01-27,Donostia,Publicidad,Chaquetas,Anorak,38,Azul,4,120,480,No
2025-01-28,Donostia,Publicidad,Jerseys,Forro Polar,44,Negro,3,80,240,No
2025-01-02,Vitoria,Publicidad,Calzado,Botas,44,Verde,1,110,110,No
2025-01-09,Pamplona,Rebajas,Sportwear,Térmica,40,Verde,5,55,275,No
2025-01-10,Donostia,Rebajas,Calzado,Botas,XL,Blanco,4,110,440,No
2025-01-09,Vitoria,Publicidad,Sportwear,Mallas,L,Azul,4,45,180,Sí
2025-01-04,Donostia,Rebajas,Calzado,Botas,44,Blanco,4,110,440,No
2025-01-06,Vitoria,Publicidad,Sportwear,Mallas,38,Rojo,3,45,135,No
2025-01-08,Bilbao,Rebajas,Calzado,Botas,42,Negro,5,110,550,Sí
2025-01-11,Pamplona,Rebajas,Sportwear,Camisetas,XL,Azul,2,30,60,Sí
2025-01-01,Donostia,Rebajas,Calzado,Botas,40,Azul,5,110,550,Sí
2025-01-21,Donostia,Publicidad,Sportwear,Mallas,44,Rojo,1,45,45,Sí
2025-01-17,Vitoria,Rebajas,Calzado,Sandalias,S,Blanco,2,40,80,Sí
2025-01-22,Vitoria,Rebajas,Jerseys,Forro Polar,L,Verde,3,80,240,Sí
2025-01-26,Pamplona,Rebajas,Calzado,Botas,L,Azul,2,110,220,No
2025-01-21,Vitoria,Rebajas,Calzado,Botas,L,Gris,2,110,220,No
2025-01-07,Pamplona,Publicidad,Sportwear,Térmica,S,Azul,4,55,220,No
2025-01-26,Vitoria,Publicidad,Chaquetas,Plumífero,44,Negro,4,150,600,No
2025-01-02,Donostia,Publicidad,Jerseys,Forro Polar,44,Rojo,2,80,160,Sí
2025-01-07,Pamplona,Publicidad,Sportwear,Mallas,L,Verde,3,45,135,No
2025-01-22,Bilbao,Publicidad,Sportwear,Térmica,38,Rojo,3,55,165,Sí
2025-01-14,Bilbao,Publicidad,Calzado,Sandalias,M,Blanco,2,40,80,Sí
2025-01-17,Pamplona,Publicidad,Calzado,Zapatillas,42,Gris,1,75,75,No
2025-01-23,Vitoria,Publicidad,Sportwear,Mallas,44,Verde,4,45,180,No
2025-01-08,Vitoria,Publicidad,Jerseys,Chaqueta de Lana,38,Negro,4,130,520,No
2025-01-09,Vitoria,Publicidad,Sportwear,Camisetas,38,Verde,5,30,150,No
2025-01-13,Bilbao,Publicidad,Sportwear,Térmica,44,Azul,5,55,275,Sí
2025-01-28,Donostia,Rebajas,Sportwear,Camisetas,L,Azul,1,30,30,Sí
2025-01-27,Donostia,Rebajas,Sportwear,Mallas,40,Gris,5,45,225,No
2025-01-25,Vitoria,Publicidad,Sportwear,Térmica,S,Azul,3,55,165,Sí
2025-01-17,Donostia,Rebajas,Chaquetas,Anorak,44,Negro,2,120,240,No
2025-01-13,Pamplona,Rebajas,Calzado,Botas,L,Negro,2,110,220,No
2025-01-09,Donostia,Publicidad,Sportwear,Mallas,M,Verde,1,45,45,No
2025-01-21,Vitoria,Publicidad,Chaquetas,Anorak,40,Negro,2,120,240,Sí
2025-01-13,Donostia,Rebajas,Jerseys,Chaqueta de Lana,38,Blanco,2,130,260,Sí
2025-01-20,Bilbao,Rebajas,Calzado,Botas,L,Blanco,4,110,440,Sí
2025-01-20,Bilbao,Rebajas,Sportwear,Camisetas,44,Verde,2,30,60,Sí
2025-01-14,Pamplona,Publicidad,Sportwear,Camisetas,42,Verde,3,30,90,No
2025-01-10,Pamplona,Publicidad,Sportwear,Térmica,44,Rojo,1,55,55,Sí
2025-01-22,Vitoria,Rebajas,Sportwear,Térmica,S,Rojo,5,55,275,No
2025-01-08,Donostia,Publicidad,Sportwear,Mallas,XL,Rojo,3,45,135,No
2025-01-02,Pamplona,Rebajas,Pantalones,Chándal,M,Verde,5,60,300,Sí
2025-01-04,Bilbao,Publicidad,Chaquetas,Anorak,40,Verde,1,120,120,No
2025-01-03,Pamplona,Rebajas,Sportwear,Mallas,44,Verde,4,45,180,No
2025-01-18,Pamplona,Publicidad,Jerseys,Forro Polar,40,Rojo,3,80,240,Sí
2025-01-23,Donostia,Rebajas,Jerseys,Forro Polar,40,Negro,1,80,80,Sí
2025-01-05,Vitoria,Publicidad,Calzado,Zapatillas,44,Negro,4,75,300,Sí
2025-01-11,Donostia,Rebajas,Chaquetas,Plumífero,M,Gris,4,150,600,Sí
2025-01-18,Donostia,Publicidad,Sportwear,Camisetas,40,Negro,4,30,120,Sí
2025-01-26,Donostia,Rebajas,Pantalones,Chándal,XL,Blanco,3,60,180,Sí
2025-01-16,Vitoria,Rebajas,Sportwear,Mallas,42,Gris,1,45,45,No
2025-01-24,Vitoria,Publicidad,Pantalones,Montaña,XL,Gris,5,90,450,Sí
2025-01-27,Pamplona,Rebajas,Chaquetas,Plumífero,38,Blanco,1,150,150,No
2025-01-15,Donostia,Rebajas,Sportwear,Mallas,L,Gris,4,45,180,Sí
2025-01-09,Donostia,Publicidad,Pantalones,Chándal,44,Azul,5,60,300,No
2025-01-26,Bilbao,Rebajas,Calzado,Zapatillas,38,Rojo,2,75,150,Sí
2025-01-21,Vitoria,Publicidad,Calzado,Sandalias,40,Blanco,2,40,80,No
2025-01-04,Pamplona,Rebajas,Sportwear,Camisetas,42,Rojo,5,30,150,No
2025-01-19,Vitoria,Publicidad,Calzado,Zapatillas,L,Azul,2,75,150,No
2025-01-28,Bilbao,Rebajas,Calzado,Botas,42,Gris,5,110,550,No
2025-01-20,Bilbao,Rebajas,Sportwear,Térmica,M,Gris,2,55,110,No
2025-01-16,Vitoria,Publicidad,Pantalones,Montaña,XL,Gris,5,90,450,Sí
2025-01-10,Vitoria,Publicidad,Sportwear,Camisetas,40,Blanco,3,30,90,Sí
2025-01-19,Donostia,Publicidad,Chaquetas,Anorak,44,Azul,3,120,360,No
2025-01-19,Vitoria,Publicidad,Sportwear,Camisetas,M,Verde,2,30,60,Sí
2025-01-01,Vitoria,Publicidad,Calzado,Zapatillas,38,Verde,5,75,375,No
2025-01-27,Pamplona,Rebajas,Calzado,Zapatillas,M,Blanco,2,75,150,Sí
2025-01-19,Bilbao,Publicidad,Sportwear,Mallas,S,Gris,5,45,225,Sí
2025-01-18,Pamplona,Rebajas,Sportwear,Camisetas,XL,Azul,1,30,30,Sí
2025-01-17,Bilbao,Rebajas,Pantalones,Montaña,38,Gris,1,90,90,Sí
2025-01-20,Vitoria,Publicidad,Chaquetas,Anorak,S,Verde,4,120,480,No
2025-01-19,Pamplona,Publicidad,Sportwear,Térmica,L,Rojo,5,55,275,No
2025-01-10,Vitoria,Publicidad,Sportwear,Mallas,44,Blanco,4,45,180,Sí
2025-01-23,Vitoria,Rebajas,Chaquetas,Plumífero,M,Blanco,2,150,300,No
2025-01-18,Bilbao,Publicidad,Calzado,Botas,44,Azul,5,110,550,No
2025-01-17,Vitoria,Rebajas,Chaquetas,Plumífero,M,Blanco,3,150,450,Sí
2025-01-08,Pamplona,Rebajas,Chaquetas,Anorak,L,Negro,4,120,480,No
2025-01-24,Vitoria,Publicidad,Chaquetas,Plumífero,S,Azul,2,150,300,Sí
2025-01-08,Donostia,Publicidad,Chaquetas,Plumífero,M,Verde,3,150,450,No
2025-01-21,Pamplona,Publicidad,Calzado,Sandalias,44,Negro,5,40,200,No
2025-01-16,Vitoria,Publicidad,Sportwear,Mallas,40,Azul,2,45,90,No
2025-01-13,Vitoria,Rebajas,Calzado,Botas,40,Verde,1,110,110,No
2025-01-27,Vitoria,Publicidad,Sportwear,Térmica,M,Negro,5,55,275,No
2025-01-15,Bilbao,Publicidad,Chaquetas,Plumífero,M,Gris,1,150,150,Sí
2025-01-07,Vitoria,Rebajas,Calzado,Botas,38,Negro,2,110,220,Sí
2025-01-18,Bilbao,Publicidad,Pantalones,Montaña,S,Blanco,4,90,360,No
2025-01-08,Bilbao,Publicidad,Jerseys,Chaqueta de Lana,38,Verde,1,130,130,No
2025-01-27,Donostia,Publicidad,Chaquetas,Plumífero,38,Rojo,2,150,300,Sí
2025-01-08,Donostia,Rebajas,Jerseys,Forro Polar,L,Verde,5,80,400,Sí
2025-01-08,Donostia,Publicidad,Calzado,Zapatillas,40,Rojo,3,75,225,Sí
2025-01-17,Donostia,Rebajas,Pantalones,Montaña,38,Blanco,2,90,180,Sí
2025-01-28,Bilbao,Publicidad,Calzado,Botas,S,Rojo,3,110,330,No
2025-01-02,Vitoria,Rebajas,Sportwear,Camisetas,S,Blanco,4,30,120,Sí
2025-01-10,Donostia,Publicidad,Pantalones,Chándal,XL,Verde,3,60,180,Sí
2025-01-22,Donostia,Rebajas,Chaquetas,Anorak,40,Verde,3,120,360,No
2025-01-22,Donostia,Rebajas,Calzado,Botas,38,Blanco,2,110,220,No
2025-01-07,Pamplona,Publicidad,Sportwear,Mallas,L,Rojo,2,45,90,No
2025-01-23,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,L,Gris,5,130,650,No
2025-01-18,Donostia,Publicidad,Calzado,Sandalias,XL,Azul,4,40,160,No
2025-01-17,Bilbao,Publicidad,Sportwear,Térmica,L,Rojo,5,55,275,No
2025-01-26,Vitoria,Publicidad,Pantalones,Chándal,40,Azul,5,60,300,Sí
2025-01-15,Bilbao,Publicidad,Calzado,Botas,40,Verde,3,110,330,No
2025-01-02,Vitoria,Rebajas,Chaquetas,Plumífero,44,Negro,4,150,600,No
2025-01-02,Vitoria,Publicidad,Calzado,Botas,S,Azul,3,110,330,No
2025-01-16,Donostia,Publicidad,Chaquetas,Plumífero,42,Azul,1,150,150,Sí
2025-01-07,Vitoria,Rebajas,Pantalones,Montaña,42,Gris,1,90,90,No
2025-01-13,Pamplona,Rebajas,Jerseys,Chaqueta de Lana,L,Blanco,4,130,520,Sí
2025-01-17,Bilbao,Rebajas,Pantalones,Montaña,38,Verde,5,90,450,No
2025-01-26,Vitoria,Publicidad,Sportwear,Mallas,M,Rojo,2,45,90,No
2025-01-11,Donostia,Publicidad,Sportwear,Mallas,38,Verde,3,45,135,Sí
2025-01-11,Bilbao,Publicidad,Jerseys,Forro Polar,M,Gris,2,80,160,Sí
2025-01-07,Vitoria,Rebajas,Sportwear,Mallas,42,Verde,2,45,90,No
2025-01-10,Bilbao,Rebajas,Sportwear,Térmica,40,Negro,4,55,220,Sí
2025-01-05,Donostia,Rebajas,Sportwear,Camisetas,38,Azul,2,30,60,Sí
2025-01-16,Donostia,Publicidad,Chaquetas,Anorak,40,Azul,3,120,360,No
2025-01-15,Vitoria,Rebajas,Chaquetas,Anorak,S,Gris,1,120,120,No
2025-01-06,Donostia,Publicidad,Sportwear,Mallas,M,Azul,1,45,45,Sí
2025-01-27,Vitoria,Publicidad,Pantalones,Montaña,44,Negro,3,90,270,No
2025-01-13,Vitoria,Rebajas,Chaquetas,Plumífero,40,Negro,5,150,750,No
2025-01-11,Vitoria,Publicidad,Jerseys,Forro Polar,38,Azul,3,80,240,Sí
2025-01-17,Pamplona,Publicidad,Chaquetas,Plumífero,S,Blanco,4,150,600,No
2025-01-27,Vitoria,Publicidad,Pantalones,Chándal,S,Azul,2,60,120,Sí
2025-01-04,Bilbao,Publicidad,Pantalones,Montaña,44,Gris,3,90,270,Sí
2025-01-07,Bilbao,Publicidad,Calzado,Zapatillas,40,Blanco,4,75,300,No
2025-01-26,Donostia,Rebajas,Chaquetas,Plumífero,XL,Azul,5,150,750,Sí
2025-01-27,Bilbao,Rebajas,Calzado,Sandalias,40,Verde,3,40,120,No
2025-01-28,Pamplona,Rebajas,Pantalones,Chándal,44,Azul,1,60,60,No
2025-01-06,Donostia,Rebajas,Calzado,Zapatillas,S,Gris,4,75,300,No
2025-01-25,Pamplona,Publicidad,Chaquetas,Plumífero,44,Blanco,1,150,150,Sí
2025-01-22,Bilbao,Publicidad,Chaquetas,Plumífero,42,Blanco,2,150,300,No
2025-01-22,Bilbao,Rebajas,Sportwear,Camisetas,M,Verde,2,30,60,Sí
2025-01-07,Pamplona,Publicidad,Pantalones,Montaña,44,Rojo,5,90,450,Sí
2025-01-23,Bilbao,Rebajas,Jerseys,Forro Polar,S,Gris,1,80,80,No
2025-01-11,Donostia,Publicidad,Sportwear,Térmica,40,Rojo,1,55,55,No
2025-01-19,Pamplona,Rebajas,Calzado,Sandalias,XL,Blanco,3,40,120,Sí
2025-01-28,Pamplona,Publicidad,Calzado,Zapatillas,S,Azul,5,75,375,No
2025-01-19,Donostia,Publicidad,Jerseys,Forro Polar,38,Gris,2,80,160,No
2025-01-19,Vitoria,Rebajas,Sportwear,Térmica,40,Verde,4,55,220,Sí
2025-01-28,Donostia,Publicidad,Jerseys,Forro Polar,42,Blanco,5,80,400,No
2025-01-08,Bilbao,Rebajas,Calzado,Botas,40,Gris,3,110,330,No
2025-01-14,Vitoria,Rebajas,Sportwear,Mallas,L,Gris,5,45,225,Sí
2025-01-19,Pamplona,Publicidad,Calzado,Zapatillas,S,Verde,4,75,300,No
2025-01-05,Pamplona,Publicidad,Calzado,Botas,S,Blanco,4,110,440,No
2025-01-15,Bilbao,Rebajas,Jerseys,Chaqueta de Lana,L,Negro,1,130,130,No
2025-01-15,Pamplona,Publicidad,Sportwear,Mallas,38,Rojo,5,45,225,No
2025-01-09,Vitoria,Rebajas,Pantalones,Chándal,38,Azul,2,60,120,No
2025-01-11,Pamplona,Publicidad,Chaquetas,Anorak,40,Rojo,2,120,240,Sí
2025-01-09,Pamplona,Publicidad,Calzado,Botas,XL,Blanco,4,110,440,Sí
2025-01-21,Vitoria,Rebajas,Sportwear,Térmica,XL,Verde,5,55,275,No
2025-01-26,Bilbao,Publicidad,Sportwear,Térmica,44,Verde,1,55,55,No
2025-01-03,Bilbao,Publicidad,Calzado,Botas,XL,Rojo,3,110,330,No
2025-01-19,Bilbao,Publicidad,Jerseys,Forro Polar,M,Verde,3,80,240,No
